week,category,weekly_rank,show_title,weekly_views,keywords,title_image_url
2024-06-16,Films (English),2,Four Brothers,7400000.0,"robbery, sibling relationship, arbitrary law, adoptive mother, revenge, murder, detroit, michigan, duringcreditsstinger, interracial adoption",https://image.tmdb.org/t/p/w500/8cO39cnWSZQi2ncPG5TxL3YRzKc.jpg
2024-06-16,Films (English),4,Mysteries of the Terracotta Warriors,5200000.0,"china, tomb, archeology, terracotta army, historical reenactment, qin dynasty",https://image.tmdb.org/t/p/w500/snl9dddlnu2yKXXix2ua7G8UWoe.jpg
2024-06-16,Films (English),5,Wonder,5000000.0,"exclusion, bullying, coney island, prejudice, school, based on children's book, family, physical disability, treacher collins syndrome, relaxed, sentimental, melodramatic",https://image.tmdb.org/t/p/w500/sONh3LYGFcVDTy8pm1tbSOB13Li.jpg
2024-06-16,Films (English),7,Safe House,4500000.0,"martial arts, central intelligence agency (cia), microchip, betrayal, on the run, shootout, interrogation, safe house, rogue agent, cape town, south africa, football (soccer) stadium, consulate",https://image.tmdb.org/t/p/w500/7CBhSjQa07LYt0RGejYjWugGmdV.jpg
2024-06-16,Films (English),9,How to Rob a Bank,4200000.0,"robber, seattle, washington, bank robber, bank robbery, true crime, skills challenge, how to, 1990s, documentary, robbery operation, special skills",https://image.tmdb.org/t/p/w500/vhBQOgig0bXCXIgHHyO8ipG47J9.jpg
2024-06-16,Films (English),10,Atlas,4000000.0,"mission, artificial intelligence (a.i.), exploration, attack, soldier, battle, military, pathetic, amused",https://image.tmdb.org/t/p/w500/bcM2Tl5HlsvPBnL8DKP9Ie6vU4r.jpg
2024-06-16,Films (Non-English),5,The Price of Nonna's Inheritance,3300000.0,,https://image.tmdb.org/t/p/w500/azv9ekvJr1Vz6gNZa6QyaIbeiHG.jpg
2024-06-16,Films (Non-English),6,Baki Hanma VS Kengan Ashura,3200000.0,"martial arts, shounen, anime, crossover, original net animation (ona)",https://image.tmdb.org/t/p/w500/etbHJxil0wHvYOCmibzFLsMcl2C.jpg
2024-06-16,Films (Non-English),9,The First Slam Dunk,2000000.0,"high school, competition, basketball, high school sports, romance, tournament, based on manga, sport competition, school life, shounen, anime, school club, japanese high school, dunk, bukatsu",https://image.tmdb.org/t/p/w500/7i3EBXY87HdHagCoFbmjHQ8DlkG.jpg
2024-06-16,Films (Non-English),10,Crew,1200000.0,"heist, comedy thriller, cabin crew",https://image.tmdb.org/t/p/w500/8mnCtQngfhYt0W0BmkrCePutmvy.jpg
2024-06-16,TV (English),7,Hitler and the Nazis: Evil on Trial,2700000.0,,
2024-06-16,TV (English),8,Dancing for the Devil: The 7M TikTok Cult,2400000.0,,
2024-06-16,TV (Non-English),6,The 8 Show,900000.0,,https://image.tmdb.org/t/p/w500/h7UXXviU3UgkH8855rU2YQv6yiI.jpg
2024-06-16,TV (Non-English),8,Queen of Tears,700000.0,,https://image.tmdb.org/t/p/w500/mE8BklIK8w5hOqsHpnIIgZWFF85.jpg
2024-06-16,TV (Non-English),9,Jujutsu Kaisen,700000.0,"supernatural, exorcism, paranormal, prequel, tragedy, curse, based on manga, spirit, demon, school life, shounen, anime",https://image.tmdb.org/t/p/w500/23oJaeBh0FDk2mQ2P240PU9Xxfh.jpg
2024-06-16,TV (Non-English),10,Kaiju No. 8,700000.0,"giant monster, compilation, based on manga, kaiju, edited from tv series, shounen, anime",https://image.tmdb.org/t/p/w500/mYEpE76gEexUDQSQylDJHD6s9iy.jpg
2024-06-09,Films (English),3,Ice Age: Collision Course,4800000.0,"fire, fireworks, mammoth, sequel, prehistory, singing, critically bashed, cavemen, meteor crash",https://image.tmdb.org/t/p/w500/dWyaaP1dmW5peBvgiVaugdRuyYD.jpg
2024-06-09,Films (English),4,Ice Age: Dawn of the Dinosaurs,4100000.0,"insanity, ice age, villain, bridge, sequel, jungle, prehistory, dinosaur, creature, birth, duringcreditsstinger",https://image.tmdb.org/t/p/w500/cXOLaxcNjNAYmEx1trZxOTKhK3Q.jpg
2024-06-09,Films (English),6,Mother of the Bride,3500000.0,"london, england, widow, ex-boyfriend, thailand, sponsorship, single mother, college friends, genetic scientist, whirlwind romance, former lovers, internship, destination wedding, tropical resort, daughter's wedding, instagram, romantic, hotel chain, phuket, thailand",https://image.tmdb.org/t/p/w500/vdTvwykMWvVgdaViBVRh8IFTku5.jpg
2024-06-09,Films (English),8,Real Steel,3300000.0,"future, sports, parent child relationship, fight, robot, prizefight, father son reunion, robot fighting, 2020s",https://image.tmdb.org/t/p/w500/4GIeI5K5YdDUkR3mNQBoScpSFEf.jpg
2024-06-09,Films (English),9,The Lego Movie,3200000.0,"friendship, parent child relationship, prophecy, superhero, villain, based on comic, part live action, based on toy, falling in love, anti villain, super power, good cop bad cop, duringcreditsstinger, live action and animation, lego, father son relationship, loving, mischievous, playful, irreverent, evil tyrant, witty, hilarious, whimsical, celebratory, euphoric, exhilarated, exuberant, ridiculous",https://image.tmdb.org/t/p/w500/lbctonEnewCYZ4FYoTZhs8cidAl.jpg
2024-06-09,Films (Non-English),6,Bionic,3700000.0,,https://image.tmdb.org/t/p/w500/4C8x6XXWqii2NAVIOXmTwPbpWft.jpg
2024-06-09,Films (Non-English),8,A Part of You,2700000.0,"jealousy, stockholm, sweden, death, death of sister, popular girl, jealous of someone's success, sisters, teenager",https://image.tmdb.org/t/p/w500/rv3FLJ4kLoeFpL6sLSB3tCWLO9f.jpg
2024-06-09,Films (Non-English),9,Too Old for Fairy Tales 2,2700000.0,"based on novel or book, growing up, mountains",https://image.tmdb.org/t/p/w500/lSwdb0yuSVpL7vT8516eHwm4lLJ.jpg
2024-06-09,TV (English),9,Jo Koy: Live from Brooklyn,2500000.0,"stand-up comedy, spectacle",https://image.tmdb.org/t/p/w500/vvB6YrPAKrutoiPh7qhRey3f3nq.jpg
2024-06-09,TV (Non-English),5,How to Ruin Love,1600000.0,,
2024-06-09,TV (Non-English),7,The Life You Wanted,1300000.0,short film,https://image.tmdb.org/t/p/w500/xvAYuWtAVgEtNQAY1krMDjeHF2d.jpg
2024-06-09,TV (Non-English),8,Hell's Paradise: Jigokuraku,900000.0,,
2024-06-09,TV (Non-English),10,"Thank You, Next",800000.0,,https://image.tmdb.org/t/p/w500/oI9zeA37pNC2hLQ4ahZhSoZQPtV.jpg
2024-06-02,Films (English),5,Thelma the Unicorn,5600000.0,"based on novel or book, musical, pony, unicorn, stardom",https://image.tmdb.org/t/p/w500/yutiEZ7taGDNau2jGjKIdDwQpDw.jpg
2024-06-02,Films (English),8,Security,4400000.0,"shopping mall, security guard, witness elimination",https://image.tmdb.org/t/p/w500/9FN5n8wGYrfSJaKGF9uObdKimIh.jpg
2024-06-02,Films (English),9,Cold Meat,3900000.0,,https://image.tmdb.org/t/p/w500/gcACvRRy9nE9de5gTetoXiheIZ5.jpg
2024-06-02,Films (Non-English),5,In Good Hands 2,5500000.0,romantic dramedy,https://image.tmdb.org/t/p/w500/octokBbs3r3N3SyDGwzLX6qkdor.jpg
2024-06-02,Films (Non-English),6,In Good Hands,2300000.0,,https://image.tmdb.org/t/p/w500/eymTgzHgYretvL5mT7pwznX4p34.jpg
2024-06-02,Films (Non-English),7,Golden Kamuy,2200000.0,"based on manga, historical, hokkaido, japan, ainu, 20th century",https://image.tmdb.org/t/p/w500/sLcRGIJqlJeoGGk88CtA8Ida5aq.jpg
2024-06-02,Films (Non-English),9,Laapataa Ladies,1400000.0,"bride, rural india, adventure",https://image.tmdb.org/t/p/w500/yXt07MYeiyQRzS69PMHy0BPjCGP.jpg
2024-06-02,TV (English),8,Tires,3100000.0,,https://image.tmdb.org/t/p/w500/tD8zVuSpIfUSjmEZ0UXBeOU9Va8.jpg
2024-06-02,TV (English),10,Baby Reindeer,2800000.0,"nature, christmas",https://image.tmdb.org/t/p/w500/fsUnySgQ6IBuK6Qxbp4HLnG7xD7.jpg
2024-06-02,TV (Non-English),6,Franco Escamilla: Ladies' man,1600000.0,stand-up comedy,https://image.tmdb.org/t/p/w500/7sZiozbWOSLlXvgT866MtTK32Yv.jpg
2024-06-02,TV (Non-English),8,The Asunta Case,1200000.0,,
2024-06-02,TV (Non-English),9,Garouden: The Way of the Lone Wolf,1200000.0,,
2024-05-26,Films (English),5,Disturbia,8100000.0,"paranoia, house arrest, neighbor, paranoid, paranoiac, disturbing, suspenseful, disturbia, para, parano, disturb, distur, paranoi",https://image.tmdb.org/t/p/w500/je3sZZpcfPeiR4eIqBKbxomOw6d.jpg
2024-05-26,Films (English),8,A Simple Favor,6300000.0,"small town, based on novel or book, widow, dark comedy, female friendship, life insurance, best friend, single mother, missing person, vlogger",https://image.tmdb.org/t/p/w500/5EJWZQ8dh99hfgXP9zAD5Ak5Hrn.jpg
2024-05-26,Films (Non-English),4,The Courier,3000000.0,"central intelligence agency (cia), undercover, cold war, based on true story, mi6, british spy, russian spy",https://image.tmdb.org/t/p/w500/zFIjKtZrzhmc7HecdFXXjsLR2Ig.jpg
2024-05-26,Films (Non-English),5,Monster,2700000.0,"death penalty, prostitute, rape, sexual abuse, motel, based on true story, murder, betrayal, serial killer, poverty, prostitution, heartbreak, mental illness, woman director, female serial killer",https://image.tmdb.org/t/p/w500/aevmNtJCNG4ZlfEeEGZ79frMUes.jpg
2024-05-26,Films (Non-English),7,Shaitaan,1800000.0,,https://image.tmdb.org/t/p/w500/38xAhCjGMwJpqTFETr0VxQkYCDv.jpg
2024-05-26,Films (Non-English),9,4 Kings 2,1400000.0,"friendship, thailand, revenge, thai, gang, drug, drama",https://image.tmdb.org/t/p/w500/fCzcHP9d1OMWVq7PYZw9y2DmOEY.jpg
2024-05-26,Films (Non-English),10,The Tearsmith,1400000.0,"based on novel or book, disturbed, calm, distressing",https://image.tmdb.org/t/p/w500/uoBHsxSgfc3PQsSn98RfnbePHOy.jpg
2024-05-26,TV (English),3,"Ashley Madison: Sex, Lies & Scandal",6300000.0,,
2024-05-26,TV (English),9,Bodkin,1900000.0,,https://image.tmdb.org/t/p/w500/1S9QJpGewyZt6GYHsi8phlZ9r90.jpg
2024-05-26,TV (English),10,Buying London,1900000.0,,
2024-05-26,TV (Non-English),7,Heeramandi: The Diamond Bazaar,1500000.0,,
2024-05-26,TV (Non-English),10,Maestro in Blue,900000.0,,
2024-05-19,Films (English),6,Upgrade,2900000.0,"future, artificial intelligence (a.i.), hacker, police, technology, cyborg, dystopia, revenge, murder, drone, cyberpunk, transhumanism, brutality, implant, surgery, quadriplegic, near future, body enhancement, body horror, violence, microship",https://image.tmdb.org/t/p/w500/cF8fsHKGfqdlm7kdmG2Dub4E2rg.jpg
2024-05-19,Films (English),9,Unfrosted,2500000.0,,https://image.tmdb.org/t/p/w500/zxcpbkiyv81u1frI7b0f6qaYufE.jpg
2024-05-19,Films (English),10,Smile,2400000.0,"suicide, new jersey, post-traumatic stress disorder (ptsd), therapist, detective, paranoia, trauma, curse, hospital, doctor, mental illness, evil, self-harm, demonic, smile, based on short, body horror",https://image.tmdb.org/t/p/w500/aPqcQwu4VGEewPhagWNncDbJ9Xp.jpg
2024-05-19,Films (Non-English),2,Partiu América,3400000.0,,https://image.tmdb.org/t/p/w500/t0rCVvPp1uEVXDyyZKhnhcZMoRA.jpg
2024-05-19,Films (Non-English),6,Honeymoonish,2000000.0,,https://image.tmdb.org/t/p/w500/sXxs6FSFAYdrhKGD9f4fgCGmzXu.jpg
2024-05-19,Films (Non-English),7,The Guardian of the Monarchs,2000000.0,audacious,https://image.tmdb.org/t/p/w500/hCW5jgFXss7CV0eKHRWNwsAutF.jpg
2024-05-19,Films (Non-English),8,Adagio,1700000.0,"rome, italy, blackout, dirty cop, one night, generation gap, underbelly, former gangster, blackmail victim",https://image.tmdb.org/t/p/w500/x9kLSGl1q6T4IKjXpJ8I6O8U873.jpg
2024-05-19,Films (Non-English),9,"Tad, The Lost Explorer and the Emerald Tablet",1500000.0,,https://image.tmdb.org/t/p/w500/jvIVl8zdNSOAJImw1elQEzxStMN.jpg
2024-05-19,TV (English),5,Kevin Hart: The Kennedy Center Mark Twain Prize for American Humor,4100000.0,,
2024-05-19,TV (English),7,The Roast of Tom Brady,3400000.0,"stand-up comedy, roast",https://image.tmdb.org/t/p/w500/guph6RgrrQSDQpDckGaIHLS5wzg.jpg
2024-05-19,TV (English),9,A Man in Full,2400000.0,"prison, softcore, pink film, gay erotica, gay pink film",https://image.tmdb.org/t/p/w500/7uuh1YiCwxhVqn0Ea9mKPH3C0bS.jpg
2024-05-19,TV (English),10,Blood of Zeus,1800000.0,,
2024-05-19,TV (Non-English),3,Cooking Up Murder: Uncovering the Story of César Román,2900000.0,,
2024-05-19,TV (Non-English),10,Dr.STONE,700000.0,,
2024-05-12,Films (English),4,Barbarian,4600000.0,"monster, sexual abuse, paranoia, flashback, basement, serial killer, duringcreditsstinger, airbnb, abduction, metoo, secret room",https://image.tmdb.org/t/p/w500/idT5mnqPcJgSkvpDX7pJffBzdVH.jpg
2024-05-12,Films (English),5,Secrets of the Neanderthals,4300000.0,"lifestyle, prehistory, fossil, neanderthal, prehistoric man, forensic archaeology, humankind, observational documentary, archaeology, historical documentary",https://image.tmdb.org/t/p/w500/j0CWLFH50qVjEbPZ1TowFxjOVFW.jpg
2024-05-12,Films (English),6,The Judge,3700000.0,"small town, indiana, usa, judge, parent child relationship, dysfunctional family, trial, family relationships, lawyer, courtroom, courtroom drama, father son relationship, legal thriller",https://image.tmdb.org/t/p/w500/3K93GWotLXe4FqpErri0xkpLaD5.jpg
2024-05-12,Films (English),7,The Frozen Ground,3400000.0,"prostitute, escape, hitman, winter, gun, kidnapping, confession, runaway, based on true story, strip club, pole dancer, serial killer, man hunt, hunting, drug overdose, anchorage, alaska",https://image.tmdb.org/t/p/w500/hHDj1h3lJvYd9Cervoswz9crhWg.jpg
2024-05-12,Films (English),8,Woody Woodpecker Goes to Camp,3200000.0,"camping, woodpecker, bird",https://image.tmdb.org/t/p/w500/gaINMBMGIow4kd8Dq06aytoomtS.jpg
2024-05-12,Films (English),9,The Great Wall,3200000.0,"monster, china, archer, female soldier, historical fiction, explosion, period drama, british soldier, great wall of china, 15th century, female general, war",https://image.tmdb.org/t/p/w500/p70dq1YxabemdZDm5K6Q8G10wSn.jpg
2024-05-12,Films (English),10,Shrek Forever After,3200000.0,"witch, sequel, ogre",https://image.tmdb.org/t/p/w500/6HrfPZtKcGmX2tUWW3cnciZTaSD.jpg
2024-05-12,Films (Non-English),5,City Hunter,1700000.0,"martial arts, hostage, boat, spoof, terrorism, based on manga",https://image.tmdb.org/t/p/w500/aGJZv8h0cJWkZB1N8P2TXJycPgN.jpg
2024-05-12,Films (Non-English),6,The Stronghold,1600000.0,"police, marseille, france",https://image.tmdb.org/t/p/w500/nLanxl7Xhfbd5s8FxPy8jWZw4rv.jpg
2024-05-12,Films (Non-English),7,Down the Rabbit Hole,1600000.0,,https://image.tmdb.org/t/p/w500/h5HdtvogDClJjNdtdIxGgOfaZjK.jpg
2024-05-12,Films (Non-English),8,Meninas Não Choram,1500000.0,,https://image.tmdb.org/t/p/w500/lQHki8aTbQrOqTbs1HbIPM8mh9d.jpg
2024-05-12,Films (Non-English),9,Beautiful Rebel,1300000.0,"biography, based on memoir or autobiography",https://image.tmdb.org/t/p/w500/jqXeDH6dnwG9tqUMWHKkat2YpGk.jpg
2024-05-12,TV (English),4,Katt Williams: Woke Foke,4300000.0,"stand-up comedy, livestream",https://image.tmdb.org/t/p/w500/hjgAEcu8JEpeF7KEtmjTzPFD3uL.jpg
2024-05-12,TV (English),6,Selling The OC,2700000.0,,
2024-05-12,TV (English),7,Dead Boy Detectives,1800000.0,,
2024-05-12,TV (English),10,The Gentlemen,1400000.0,"london, england, robbery, businessman, dark comedy, betrayal, marijuana, business, jewish american, gunfight, brutality, american abroad, irishman, scheme, playful, gangsters, casual",https://image.tmdb.org/t/p/w500/jtrhTYB7xSrJxR1vusu99nvnZ1g.jpg
2024-05-12,TV (Non-English),7,Larva in Mars,1200000.0,,
2024-05-12,TV (Non-English),8,Super Rich in Korea,1100000.0,,
2024-05-12,TV (Non-English),10,Frankly Speaking,1000000.0,,
2024-05-05,Films (English),3,Rebel Moon — Part Two: The Scargiver,6000000.0,"space war, space, female protagonist, space opera, space adventure, philosophical, action hero, alien spaceship, super hero girls, space vessel, odyssey",https://image.tmdb.org/t/p/w500/95gnJZIk2rEkMO0Ch46x5CVjnms.jpg
2024-05-05,Films (English),5,Hack Your Health: The Secrets of Your Gut,5400000.0,"lifestyle, health, fitness, bacteria, health documentary, neural science, science fact, human science, well-being, science documentary, digestive system",https://image.tmdb.org/t/p/w500/7D7qEdPHCKVHihtaJDAys2HAi0L.jpg
2024-05-05,Films (English),9,Smurfs: The Lost Village,4700000.0,reboot,https://image.tmdb.org/t/p/w500/swt9crREg1UcKgg3wGWfoFNlXOz.jpg
2024-05-05,Films (Non-English),6,Jujutsu Kaisen 0: The Movie,1400000.0,"supernatural, exorcism, paranormal, prequel, tragedy, curse, based on manga, spirit, demon, school life, shounen, anime",https://image.tmdb.org/t/p/w500/23oJaeBh0FDk2mQ2P240PU9Xxfh.jpg
2024-05-05,Films (Non-English),7,The Doomsday Cult of Antares de la Luz,1400000.0,documentary,https://image.tmdb.org/t/p/w500/st3VI4lNOTB4SPsqsk91TSYMEBi.jpg
2024-05-05,Films (Non-English),8,"Love, Divided",1300000.0,"romcom, remake",https://image.tmdb.org/t/p/w500/zvrkAXaFFPpJCFcus18qlsGfOrz.jpg
2024-05-05,Films (Non-English),10,Tillu Square,1200000.0,sequel,https://image.tmdb.org/t/p/w500/unRseguQgs9YQbzSHTZKIE3qXa7.jpg
2024-05-05,TV (English),8,CoComelon Lane,1600000.0,,
2024-05-05,TV (English),9,3 Body Problem,1500000.0,,https://image.tmdb.org/t/p/w500/fweF5bVlzwpXVEBMQj2NmEF4D4J.jpg
2024-05-05,TV (English),10,Unlocked: A Jail Experiment,1200000.0,,
2024-05-05,TV (Non-English),4,Deliver Me,2200000.0,short film,
2024-05-05,TV (Non-English),5,Goodbye Earth,1700000.0,,
2024-05-05,TV (Non-English),6,Anthracite,1400000.0,,
2024-05-05,TV (Non-English),7,Fiasco,1400000.0,,https://image.tmdb.org/t/p/w500/nDujRpswIwz20GK3leIcw71wEaj.jpg
2024-05-05,TV (Non-English),9,Brigands: The Quest for Gold,1100000.0,,
2024-04-28,Films (English),4,Rebel Moon — Part One: A Child of Fire,6000000.0,"rebellion, space war, space, female protagonist, militarism, space opera, family values, authoritarianism, space adventure, action hero, female warrior, political crisis, alien spaceship, dreary, super hero girls, space vessel, pretentious",https://image.tmdb.org/t/p/w500/ui4DrH1cKk2vkHshcUcGt2lKxCm.jpg
2024-04-28,Films (English),5,What Jennifer Did,5200000.0,"canada, murder, ontario, canada, police interrogation, somber, mother daughter relationship, 911 call, disheartening",https://image.tmdb.org/t/p/w500/r3PJPXuSArGK8tM6lBUyPUTtIbJ.jpg
2024-04-28,Films (English),8,Lifemark,3500000.0,"high school, christianity, adoption, conservative, evangelical christianity, religious film, humanity, foster care, abortion, abortion clinic, family life, pro life, christian faith, anti abortion",https://image.tmdb.org/t/p/w500/pGdXvXhbVO4a9ej3G8IE76wZK3m.jpg
2024-04-28,Films (English),9,Hotel Mumbai,2800000.0,"husband wife relationship, mumbai (bombay), india, based on true story, india, struggle for survival, religious fundamentalism, terrorist attack, luxury hotel, 2000s, islamic terrorism",https://image.tmdb.org/t/p/w500/v32SC4HFZtlDRWXMaR2V2dWqAXJ.jpg
2024-04-28,Films (English),10,Glass,2700000.0,"philadelphia, pennsylvania, superhero, villain, sequel, psychiatric hospital, comic book shop, super power, mental illness, macabre, multiple personality, mysterious, dissociative identity disorder, surveillance specialist, ominous",https://image.tmdb.org/t/p/w500/svIDTNUoajS8dLEo7EosxvyAsgJ.jpg
2024-04-28,Films (Non-English),3,Article 370,3700000.0,,https://image.tmdb.org/t/p/w500/9VTemjHMpyxzfC3JsG2aFy8Bf9Y.jpg
2024-04-28,Films (Non-English),7,A Journey,1200000.0,,https://image.tmdb.org/t/p/w500/8LbrDogBCM7BxUl5igUrY1CLUfO.jpg
2024-04-28,Films (Non-English),9,Stolen,1200000.0,"kidnapping, taxi driver, fbi, thief, ex-con, young daughter, father daughter relationship, young girl daughter",https://image.tmdb.org/t/p/w500/8rTcpPiet2Lt2uZXBFIH5U7ylBY.jpg
2024-04-28,Films (Non-English),10,All India Rank,1100000.0,,https://image.tmdb.org/t/p/w500/xPV6gfhmybAUg8TebT9PKlV8EkE.jpg
2024-04-28,TV (English),7,Our Living World,1900000.0,,
